plot,subplot,date,width_end1_cm,width_mid_cm,width_end2_cm,length_m,decay_class,tag_number,initials
B04,W,7/16/2019,13.3,11.1,11.5,1.05,3,na,AB
B04,W,7/16/2019,11.4,12,13,1.44,3,na,AB
B04,W,7/16/2019,5.4,13,3.5,5.13,4,na,AB
B04,W,7/16/2019,25,20,10.7,7.84,4,na,AB
B04,W,7/16/2019,13.8,14,12,4.75,4,na,AB
B04,W,7/16/2019,14.3,16,31.1,9.68,4,na,AB
B04,W,7/16/2019,8,12.5,21,7.75,4,na,AB
B04,W,7/16/2019,19,19.8,20.9,4.84,2,na,AB
B04,W,7/16/2019,17,14.4,12.2,6.47,3,na,AB
B04,W,7/16/2019,13,12.8,13.4,1.55,3,na,AB
B04,W,7/16/2019,15,15.5,13.5,1.36,3,na,AB
B04,W,7/16/2019,20.3,15,16.3,2.64,4,na,AB
B04,W,7/16/2019,12,9.4,7,4.65,3,na,AB
B04,W,7/16/2019,15,15,18.3,2.21,4,na,AB
B04,W,7/16/2019,14,15,14.4,1.16,3,na,AB
B04,W,7/16/2019,14,12.7,12,1.54,3,na,AB
B04,W,7/16/2019,22.7,21,18.8,6.17,2,2234,AB
B04,W,7/16/2019,19,21.4,12.4,11.62,2,2233,AB
B04,E,7/16/2019,22.7,24,21.1,6.24,3,na,LH
B04,E,7/16/2019,2.8,9.5,18,18.49,2,na,LH
B04,E,7/16/2019,19.9,19.5,19.2,1.3,3,na,LH
B04,E,7/16/2019,10.2,16.1,17.6,2.09,3,na,LH
B04,E,7/16/2019,12.2,12.2,12.2,15.7,3,na,LH
B04,E,7/16/2019,22.3,22.7,15.2,10.25,4,na,LH
B04,E,7/16/2019,17.5,17,17.3,1.34,3,na,LH
B04,E,7/16/2019,19.6,21.7,24.8,8.14,3,na,LH
B04,E,7/16/2019,9.3,10.5,11.5,4.38,5,na,LH
B04,E,7/16/2019,24,21.3,16.9,10.81,2,na,LH
B04,E,7/16/2019,3.4,11.4,15.2,6.05,2,na,LH
B04,E,7/16/2019,9.1,16.3,19.7,13.9,3,na,LH
B04,E,7/16/2019,21.4,18.3,9.7,3.78,4,na,LH
B04,E,7/16/2019,4,23.3,41.2,29,2,na,LH
B04,E,7/16/2019,14.3,12.7,11.6,4.73,4,na,LH
B04,E,7/16/2019,19,16.9,10,8.98,3,na,LH
B04,E,7/16/2019,14,15.6,16.6,1.92,2,na,LH
B04,E,7/16/2019,15.2,13,12.1,5.26,4,na,LH
B04,E,7/16/2019,9.2,8.2,7.1,3.19,5,na,LH
B04,E,7/16/2019,15.1,10.9,5.8,8.25,4,na,LH
B04,E,7/16/2019,13.6,14.7,17.5,6.95,3,na,LH
B04,E,7/16/2019,14,13.7,14.5,2.73,5,na,LH
B04,E,7/16/2019,31.6,21.9,20.2,3.81,5,na,LH
B03,E,7/16/2019,4.6,8,9.3,4.6,3,na,AB
B03,E,7/16/2019,10,10.2,9.3,1.12,3,na,AB
B03,E,7/16/2019,11.3,10,12.9,4.37,3,na,AB
B03,E,7/16/2019,39.5,47,47.5,1.64,5,na,AB
B03,E,7/16/2019,15.3,11.6,14,4.96,4,na,AB
B03,E,7/16/2019,15,18.2,18.6,5.82,4,na,AB
B03,E,7/16/2019,10,7.5,2.5,4.47,2,na,AB
B03,E,7/16/2019,12.5,14.3,9.1,2.5,3,na,AB
B03,E,7/16/2019,13.5,13,14,2.56,3,na,AB
B03,E,7/16/2019,26.1,24,21.9,4.64,3,na,AB
B03,E,7/16/2019,17.2,17.3,18.4,2.36,3,na,AB
B03,E,7/16/2019,11.7,14,13.4,1.26,3,na,AB
B03,E,7/16/2019,9.3,9,9.7,0.87,3,na,AB
B03,E,7/16/2019,7.5,8.4,8.1,1.33,3,na,AB
B03,E,7/16/2019,22.2,20.3,21.3,10.22,4,na,AB
B03,E,7/16/2019,2.1,9.1,14.4,14.42,4,na,AB
B03,E,7/16/2019,27.9,21.9,2.6,16.59,3,na,AB
B03,E,7/16/2019,29.3,25.3,16.7,14.83,2,na,AB
B03,E,7/16/2019,17,12.9,8.5,5.46,3,na,AB
B03,E,7/16/2019,22,17,5.5,6.8,2,na,AB
B03,E,7/16/2019,24.9,30,32,1.39,5,na,AB
B03,E,7/16/2019,20.4,19.2,12,10.29,3,na,AB
B03,E,7/16/2019,11.5,19.9,12.4,14.65,3,na,AB
B03,E,7/16/2019,25.9,16.8,12,12.88,1,na,AB
B03,E,7/16/2019,31.7,17.9,9.5,11.09,2,na,AB
B03,E,7/16/2019,17,21.9,24,7.05,3,na,AB
B03,E,7/16/2019,8.1,10.2,11.7,2.84,1,na,AB
B03,E,7/16/2019,15.5,14.5,15.4,1.63,4,na,AB
B03,W,7/17/2019,26,23.4,7.4,19.9,2,na,LH
B03,W,7/17/2019,21.5,16.1,5.5,18.34,2,na,LH
B03,W,7/17/2019,18.9,15,4.5,10.31,2,na,LH
B03,W,7/17/2019,12.1,8,6.1,8.22,3,na,LH
B03,W,7/17/2019,18.2,17.9,16.7,4.41,3,na,LH
B03,W,7/17/2019,17.7,18.3,18.1,2.76,3,na,LH
B03,W,7/17/2019,17.7,16.7,15.5,2.32,4,na,LH
B03,W,7/17/2019,20,21.5,23.6,7,3,na,LH
B03,W,7/17/2019,11.2,9.3,4.2,1.95,5,na,LH
B03,W,7/17/2019,36.1,21.5,9,23.8,2,2005,LH
B03,W,7/17/2019,20.1,26.1,28.6,3.73,4,na,LH
B03,W,7/17/2019,23.5,17.7,14.6,11.34,3,na,LH
B03,W,7/17/2019,10.6,8.1,6,5.76,2,na,LH
B03,W,7/17/2019,7.6,31.3,43.4,30.62,3,na,LH
B03,W,7/17/2019,22.4,21.4,13.5,2.45,5,na,LH
B03,W,7/17/2019,11.7,19.7,14,2.65,4,na,LH
B03,W,7/17/2019,31.5,34.4,42.7,2.98,5,na,LH
B03,W,7/17/2019,19.3,24,25.5,10.39,4,na,LH
B03,W,7/17/2019,42.9,32.6,15.6,22.28,2,na,LH
B03,W,7/17/2019,22,21.5,15.5,4.25,4,na,LH
B03,W,7/17/2019,22.8,20.3,23,4.2,5,na,LH
B03,W,7/17/2019,26.7,23.4,23.4,8.98,2,na,LH
B03,W,7/17/2019,24.8,22.9,20,6.26,3,na,LH
B03,W,7/17/2019,24.2,18.7,8,10.4,2,na,LH
B03,W,7/17/2019,21.6,23.4,20,3.14,5,na,LH
B03,W,7/17/2019,36,25,22.1,14.33,5,na,LH
B03,W,7/17/2019,9.5,8.2,4,9.43,3,na,LH
A03,E,7/19/2019,10,10.6,12.3,9.53,3,na,AB
A03,E,7/19/2019,19.2,21,15.5,2.36,5,na,AB
A03,E,7/19/2019,17,17.2,18.9,1.89,4,na,AB
A03,E,7/19/2019,8.6,8,7.7,1.88,2,na,AB
A03,E,7/19/2019,9.7,8.9,6.3,3.41,2,2498,AB
A03,E,7/19/2019,10.8,8.3,5.4,9.39,3,na,AB
A03,E,7/19/2019,11.8,9.5,8.4,8.24,2,2481,AB
A03,E,7/19/2019,20.5,10.9,6.9,6.7,2,na,AB
A03,E,7/19/2019,11.4,12,12.2,1.51,3,na,AB
A03,E,7/19/2019,7.2,8.4,13.3,1.83,3,na,AB
A03,E,7/19/2019,6,8.2,8.8,1.2,3,na,AB
A03,E,7/19/2019,15.7,14.8,21,5.46,4,na,AB
A03,E,7/19/2019,22.7,24.4,25.5,5.78,3,na,AB
A03,E,7/19/2019,21.7,18.8,14,7.87,4,na,AB
A03,E,7/19/2019,15,20.5,19,6.69,5,na,AB
A03,E,7/19/2019,18.5,17.9,11,3.05,4,na,AB
A03,E,7/19/2019,12.8,12.9,29.7,6.35,4,na,AB
A03,E,7/19/2019,12.6,10.5,7.3,5.45,4,na,AB
A03,E,7/19/2019,18.9,18.5,16.3,1.11,4,na,AB
A03,E,7/19/2019,20,21.5,20.5,1.42,4,na,AB
A03,E,7/19/2019,19.5,17,12.4,3.55,5,na,AB
A03,E,7/19/2019,22.5,13.8,1.8,14.23,3,na,AB
A03,E,7/19/2019,8.2,8.4,6.5,4.95,4,na,AB
A03,E,7/19/2019,13,11.4,8.5,7.68,4,na,AB
A03,E,7/19/2019,23,27.2,26.5,4.82,4,na,AB
A03,E,7/19/2019,3.3,10.5,15,7.7,3,na,AB
A03,E,7/19/2019,21.5,20,27,5.15,4,na,AB
A03,W,7/19/2019,15,20.9,22.3,5.39,3,na,LH
A03,W,7/19/2019,7,11.8,15.2,7.19,1,na,LH
A03,W,7/19/2019,15.7,17.4,24.1,6.21,3,na,LH
A03,W,7/19/2019,25.1,19.8,11,15.28,3,na,LH
A03,W,7/19/2019,37.9,33.4,26,3.35,4,na,LH
A03,W,7/19/2019,16.8,13.7,12.2,2.93,4,na,LH
A03,W,7/19/2019,12.6,12.2,11.7,3.72,4,na,LH
A03,W,7/19/2019,15.1,16.8,14.1,5.75,4,na,LH
A03,W,7/19/2019,12.3,23.4,22,9.58,5,na,LH
A03,W,7/19/2019,9.6,16.7,15,4.98,5,na,LH
A03,W,7/19/2019,13.7,15.6,22.1,5.83,4,na,LH
A03,W,7/19/2019,13.6,11.9,8.2,7.42,3,na,LH
A03,W,7/19/2019,13.4,17.5,17,6.12,3,na,LH
A03,W,7/19/2019,13.6,19.8,26.5,8.83,4,na,LH
A03,W,7/19/2019,17.6,21.5,18.7,1.23,5,na,LH
A03,W,7/19/2019,21.8,19.2,18,7.01,3,na,LH
A03,W,7/19/2019,13,14.3,16.1,4.67,3,na,LH
A03,W,7/19/2019,16.1,16,15.3,3.96,4,na,LH
A03,W,7/19/2019,18.3,14.2,9.1,3.58,4,na,LH
A03,W,7/19/2019,12.4,13.2,19.4,3.43,4,na,LH
A03,W,7/19/2019,13.1,8,4.3,5.7,1,na,LH
A03,W,7/19/2019,19.3,13.1,4.3,11.94,3,na,LH
A03,W,7/19/2019,14.5,12.1,6.6,12.92,3,na,LH
A03,W,7/19/2019,22.9,24,27.3,6.89,3,na,LH
A03,W,7/19/2019,9.4,9,5.9,3.5,3,na,LH
A03,W,7/19/2019,29.2,23.3,14.3,10.85,4,na,LH
A03,W,7/19/2019,22.3,16.5,16.4,2.56,5,na,LH
A04,W,7/22/2019,9.2,8.1,5.2,11.47,3,na,AB
A04,W,7/22/2019,12,10.7,4,14.29,3,na,AB
A04,W,7/22/2019,21.5,13.8,15.9,10.81,4,na,AB
A04,W,7/22/2019,6.5,8.4,8.3,5.72,4,na,AB
A04,W,7/22/2019,12.4,10.1,9.8,3.25,2,na,AB
A04,W,7/22/2019,9.5,10.2,9.9,1.27,1,na,AB
A04,W,7/22/2019,28.2,25.9,28,9.2,4,na,AB
A04,W,7/22/2019,12,9,4.4,12.79,2,2609,AB
A04,W,7/22/2019,4,8,13.1,12.61,2,2628,AB
A04,W,7/22/2019,6.7,9.6,13.1,13.37,2,na,AB
A04,W,7/22/2019,12,10.5,13.5,9.82,3,na,AB
A04,W,7/22/2019,21.4,31,23.5,5.56,4,na,AB
A04,W,7/22/2019,7,8.2,10.9,8.2,2,na,AB
A04,W,7/22/2019,31,25.5,29,13.72,4,na,AB
A04,W,7/22/2019,12.7,18.3,21.4,3.75,3,na,AB
A04,W,7/22/2019,11.5,12.5,12.3,1.98,3,na,AB
A04,W,7/22/2019,11.7,11.2,10.3,1.31,3,na,AB
A04,W,7/22/2019,12,8.5,5,8.76,3,na,AB
A04,W,7/22/2019,14.7,10.5,7.6,8.19,2,na,AB
A04,W,7/22/2019,7.4,11.3,3.9,10.51,2,na,AB
A04,W,7/22/2019,8.6,9,10,4,3,na,AB
A04,W,7/22/2019,31,31.8,29.8,2.51,3,na,AB
A04,W,7/22/2019,54.2,33,38.1,10.29,3,na,AB
A04,W,7/22/2019,29.3,27.7,15.2,4.82,3,na,AB
A04,W,7/22/2019,4,8.8,8.8,4.67,3,na,AB
A04,W,7/22/2019,30.5,29.4,17,14.95,4,na,AB
A04,W,7/22/2019,20.5,18.7,19.3,11.38,3,na,AB
A04,W,7/22/2019,10.2,8.2,6.8,5.2,3,na,AB
A04,W,7/22/2019,10.4,9.5,8.5,2.19,4,na,AB
A04,W,7/22/2019,3.2,8.9,13.4,13.91,3,na,AB
A04,W,7/22/2019,10.2,17.6,21.7,5.21,5,na,AB
A04,W,7/22/2019,6.1,10.4,12.3,5.07,3,na,AB
A04,W,7/22/2019,12.7,15,22.9,11.19,4,na,AB
A04,W,7/22/2019,10.8,10.7,4.1,4.06,4,na,AB
A04,W,7/22/2019,18.5,22.5,31.2,6.23,5,na,AB
A04,E,7/22/2019,26.7,32,39,7.73,3,na,LH
A04,E,7/22/2019,21.3,22.3,20.6,4.88,4,na,LH
A04,E,7/22/2019,17.5,19.3,21.8,2.64,5,na,LH
A04,E,7/22/2019,9.9,9.5,8,5.17,3,na,LH
A04,E,7/22/2019,21,26.8,27.6,5.9,4,na,LH
A04,E,7/22/2019,49.2,42.3,33.8,12.08,4,na,LH
A04,E,7/22/2019,23.2,30.2,33.3,7.36,4,na,LH
A04,E,7/22/2019,22.8,22.3,24.4,1.1,4,na,LH
A04,E,7/22/2019,9.5,8,7.6,5.94,2,na,LH
A04,E,7/22/2019,20.5,21.5,19.5,4.67,2,na,LH
A04,E,7/22/2019,46.9,28.6,10.9,27.78,3,na,LH
A04,E,7/22/2019,28,26.1,8.7,29.86,3,na,LH
A04,E,7/22/2019,28.9,24.8,8.4,4.13,3,na,LH
A04,E,7/22/2019,18.8,11.7,6.3,17.51,3,na,LH
A04,E,7/22/2019,20.6,18.2,10.7,4.5,3,na,LH
A04,E,7/22/2019,25.1,13,6.6,15.69,4,na,LH
A04,E,7/22/2019,32.5,34,29.3,2.34,4,na,LH
A04,E,7/22/2019,33.2,33,23.5,9.24,3,na,LH
A04,E,7/22/2019,21.3,22.5,22.3,4.04,4,na,LH
A04,E,7/22/2019,25.5,28.6,24.2,2.63,4,na,LH
A04,E,7/22/2019,13.2,14.2,14,2.95,5,na,LH
A04,E,7/22/2019,21,23.8,17.5,4.33,4,na,LH
A04,E,7/22/2019,12.1,16.6,18.3,8.37,4,na,LH
A04,E,7/22/2019,17.4,18.1,18.7,1.36,4,na,LH
A04,E,7/22/2019,19.2,18.6,18.3,1.9,3,na,LH
A04,E,7/22/2019,26.5,25,19.2,4.63,4,na,LH
A04,E,7/22/2019,8.7,15.6,20.6,4.18,5,na,LH
A04,E,7/22/2019,17.6,11.7,5.3,15.45,3,na,LH
A04,E,7/22/2019,22.4,19.5,19.5,4.56,4,na,LH
A04,E,7/22/2019,14.7,19.6,16.7,7.18,4,na,LH
A04,E,7/22/2019,10.4,13.7,15,9.14,3,na,LH
A04,E,7/22/2019,22.6,23.4,19.1,6.84,4,na,LH
A04,E,7/22/2019,18.5,22,19.1,11.12,4,na,LH
A04,E,7/22/2019,16.9,16.3,6.3,5.21,3,na,LH
A04,E,7/22/2019,8.8,11.9,10.7,3.66,3,na,LH
A04,E,7/22/2019,18,14.9,13.5,2.59,3,na,LH
A04,E,7/22/2019,15.4,28.5,48.1,20.86,3,na,LH
A04,E,7/22/2019,38.5,42.3,29,7.01,3,na,LH
A04,E,7/22/2019,32,27.6,22.9,7.87,4,na,LH
A04,E,7/22/2019,30.6,29.6,28.3,3.42,4,na,LH
A01,E,7/22/2019,14.3,16.2,14.1,3,4,na,AB
A01,E,7/22/2019,9.9,17.1,19,1.73,2,na,AB
A01,E,7/22/2019,16.6,20.5,17.5,4.78,2,na,AB
A01,E,7/22/2019,20.3,27.2,39.7,9.22,2,na,AB
A01,E,7/22/2019,12.1,15.9,17.5,5.6,2,na,AB
A01,E,7/22/2019,11.1,12,8.5,1.13,3,na,AB
A01,E,7/22/2019,10.7,10.9,9.8,1.26,3,na,AB
A01,E,7/22/2019,9.1,10.2,1.9,4.03,3,na,AB
A01,E,7/22/2019,11,8.9,7.5,10.96,3,na,AB
A01,E,7/22/2019,25.4,19.6,6.9,15.91,3,na,AB
A01,E,7/22/2019,21.4,22.9,7.1,4.64,4,na,AB
A01,E,7/22/2019,7.4,8.2,10.5,7.76,3,na,AB
A01,E,7/22/2019,14.2,11.2,4.9,15.8,1,na,AB
A01,E,7/22/2019,7.9,17,20.3,16.36,4,na,AB
A01,E,7/22/2019,19.5,18.5,10.4,2.95,4,na,AB
A01,E,7/22/2019,18,19.9,13,1.06,4,na,AB
A01,E,7/22/2019,10.6,9.2,5.4,10.37,3,na,AB
A01,E,7/22/2019,13.8,10.5,13.5,8.3,4,na,AB
A01,E,7/22/2019,8.4,11.6,13.9,5.93,4,na,AB
A01,E,7/22/2019,12,9.4,7.4,7.8,3,na,AB
A01,E,7/22/2019,14.9,11.6,11,1.95,3,2796,AB
A01,E,7/22/2019,12,10.7,12,1.49,3,na,AB
A01,E,7/22/2019,19.1,9.9,5.2,7.13,2,na,AB
A01,E,7/22/2019,9.8,8.1,4.8,3.52,3,na,AB
A01,E,7/22/2019,18.3,14.4,13.1,4.51,3,na,AB
A01,E,7/22/2019,13.6,11.2,14.6,2.36,3,na,AB
A01,E,7/22/2019,10.7,2.2,8.3,8.7,2,na,AB
A01,E,7/22/2019,25.1,21.1,16.7,11.16,2,na,AB
A01,E,7/22/2019,12.5,11.3,13.7,2.42,3,na,AB
A01,E,7/22/2019,16.5,15.5,9.5,3.26,4,na,AB
A01,E,7/22/2019,13,12,10.9,2.42,3,na,AB
A01,E,7/22/2019,17.5,15.2,23.5,4.52,4,na,AB
A01,E,7/22/2019,16.3,18.7,17.4,6.7,4,na,AB
A01,E,7/22/2019,25.9,23.8,16,8.45,3,na,AB
A01,E,7/22/2019,24.4,21.2,9.4,14.98,4,na,AB
A01,E,7/22/2019,14.4,11,5.3,13.15,3,na,AB
A01,E,7/22/2019,6.5,11,16.5,6.3,3,na,AB
A01,E,7/22/2019,21,17.5,13.9,1.5,4,na,AB
A01,E,7/22/2019,18.1,11.4,8.2,11.22,3,na,AB
A01,E,7/22/2019,26.5,22.3,25.5,11.64,4,na,AB
A01,E,7/22/2019,36.5,28.6,27,12.79,3,na,AB
A01,E,7/22/2019,20.2,21.1,14,9.32,4,na,AB
A01,E,7/22/2019,9.7,8.3,8.2,4.02,3,na,AB
A01,E,7/22/2019,13,10.2,9,4.92,2,2847,AB
A01,E,7/22/2019,10,8,4.9,9.93,1,2860,AB
A01,E,7/22/2019,36.8,30.7,33.7,4.1,4,na,AB
A01,E,7/22/2019,15.2,14.4,7.7,12.99,2,na,AB
A01,W,7/23/2019,24.9,18.4,6.5,23.36,1,2975,LH
A01,W,7/23/2019,19.8,19.3,19.5,6.85,3,na,LH
A01,W,7/23/2019,16.8,21.2,30.5,12.6,3,na,LH
A01,W,7/23/2019,20.7,23.6,25.5,5.45,3,na,LH
A01,W,7/23/2019,10.3,8.5,7.7,5.46,3,na,LH
A01,W,7/23/2019,10.3,8.3,5.7,11.06,2,2895,LH
A01,W,7/23/2019,8.3,15.4,22.2,6.53,4,na,LH
A01,W,7/23/2019,25.3,18.6,13.3,5.8,4,na,LH
A01,W,7/23/2019,21.1,20.9,21.3,7.13,3,na,LH
A01,W,7/23/2019,21.1,12.7,12,7.47,4,na,LH
A01,W,7/23/2019,14.3,17.3,16.7,3.44,4,na,LH
A01,W,7/23/2019,18,17,12.2,4.77,3,na,LH
A01,W,7/23/2019,15.5,17.8,21.4,2.39,3,na,LH
A01,W,7/23/2019,14.3,13.4,11.2,3.29,5,na,LH
A01,W,7/23/2019,21.5,17,17.5,4.14,5,na,LH
A01,W,7/23/2019,16.5,16.8,13.2,3.22,3,na,LH
A01,W,7/23/2019,11.2,8,4.1,4.68,3,na,LH
A01,W,7/23/2019,11.8,12,12.5,2.51,3,na,LH
A01,W,7/23/2019,17,18.5,14.6,2.9,4,na,LH
A01,W,7/23/2019,5.3,14.4,17.5,10,3,na,LH
A01,W,7/23/2019,10.5,9.8,8,2.18,3,na,LH
A01,W,7/23/2019,9,9.3,10.2,2.63,3,na,LH
A01,W,7/23/2019,16.4,20,20.6,2.87,3,na,LH
A01,W,7/23/2019,4.3,14.1,17.5,9.62,2,na,LH
