plot,subplot,date,width_end1_cm,width_mid_cm,width_end2_cm,length_m,decay_class,tag_number,initials
A02,W,7/23/2019,16.5,15.5,17,1.59,2,na,AB
A02,W,7/23/2019,9.8,11.8,16.5,2.67,3,na,AB
A02,W,7/23/2019,6.2,8.5,11.4,4.41,3,na,AB
A02,W,7/23/2019,19.7,35.9,52.1,23.6,2,na,AB
A02,W,7/23/2019,19.4,22.5,20.3,6.82,4,na,AB
A02,W,7/23/2019,7.9,8.8,7.8,1.41,3,na,AB
A02,W,7/23/2019,14,18,11.8,0.78,4,na,AB
A02,W,7/23/2019,17,14.9,18.6,2.92,4,na,AB
A02,W,7/23/2019,5,8.5,8.4,1.08,4,na,AB
A02,W,7/23/2019,10.7,11.7,14.3,1.92,4,na,AB
A02,W,7/23/2019,11,8,2.9,13.61,2,na,AB
A02,W,7/23/2019,12.9,14.4,17,10.59,2,na,AB
A02,W,7/23/2019,14.5,31,35.5,22.65,1,3069,AB
A02,W,7/23/2019,23.3,45,27.7,1.66,3,na,AB
A02,W,7/23/2019,23.5,29.3,15,2.18,3,na,AB
A02,W,7/23/2019,22.5,27,13,2.13,3,na,AB
A02,W,7/23/2019,20.5,28.3,23.8,1.59,4,na,AB
A02,W,7/23/2019,10.4,16.7,16.6,2.51,3,na,AB
A02,W,7/23/2019,16.9,13.4,13.9,1.6,3,na,AB
A02,W,7/23/2019,25.2,35,26.1,12.25,2,na,AB
A02,W,7/23/2019,13.7,27.5,22,5.92,4,na,AB
A02,W,7/23/2019,8.7,8.9,9.6,2.3,3,na,AB
A02,W,7/23/2019,10.2,10.8,10.8,4.37,4,na,AB
A02,W,7/23/2019,28.7,25.8,42.3,3.58,4,na,AB
A02,W,7/23/2019,18.1,18.7,17.5,1.17,3,na,AB
A02,W,7/23/2019,22,21.6,23,1.85,3,na,AB
A02,W,7/23/2019,49,47.7,37.3,4.14,5,na,AB
A02,W,7/23/2019,35.6,27.2,16,21.45,2,na,AB
A02,W,7/23/2019,18,31.5,43,23.47,2,na,AB
A02,W,7/23/2019,13.5,10.6,8.9,5,1,na,AB
A02,W,7/23/2019,27.6,34.2,43.8,12.21,3,na,AB
A02,W,7/23/2019,31,22.4,16.1,11.74,4,na,AB
A02,W,7/23/2019,26.5,23.5,22.6,8.85,3,na,AB
A02,W,7/23/2019,17.4,20.4,22.2,5.89,4,na,AB
A02,W,7/23/2019,14.4,13.9,13,2.97,3,na,AB
A02,W,7/23/2019,16,16.2,17.8,2.26,3,na,AB
A02,W,7/23/2019,29.5,21.1,18.9,6.29,3,na,AB
A02,W,7/23/2019,11,9.7,11,1.94,4,na,AB
A02,W,7/23/2019,22,8.6,4.2,10.24,2,3068,AB
A02,W,7/23/2019,25.4,27,23.9,1.17,3,na,AB
A02,W,7/23/2019,24.5,23.1,18.2,14.07,1,3080,AB
A02,E,7/23/2019,9.1,8.4,10.1,2.13,4,na,LH
A02,E,7/23/2019,17.4,13.4,8.8,14.44,3,na,LH
A02,E,7/23/2019,24.1,31.5,34.6,22.63,4,na,LH
A02,E,7/23/2019,27.2,22.8,16.7,13.42,4,na,LH
A02,E,7/23/2019,24.5,21.5,22.3,12.7,5,na,LH
A02,E,7/23/2019,19.2,20.6,16.7,9.58,4,na,LH
A02,E,7/23/2019,25.8,22,21.1,3.9,3,na,LH
A02,E,7/23/2019,11.7,9.5,8.2,4.84,3,na,LH
A02,E,7/23/2019,13,17,19.4,5.72,1,na,LH
A02,E,7/23/2019,31.6,26.5,25.6,11.93,3,na,LH
A02,E,7/23/2019,25.3,29.2,31.6,4.07,3,na,LH
A02,E,7/23/2019,24.1,17.4,6.9,9.43,4,na,LH
A02,E,7/23/2019,26.6,26.1,24.1,8.32,3,na,LH
A02,E,7/23/2019,16,19.6,14,5.5,3,na,LH
A02,E,7/23/2019,15.3,14.5,15.8,8.27,3,na,LH
A02,E,7/23/2019,15.2,16.3,17,5.71,3,na,LH
A02,E,7/23/2019,17,23.4,17.5,11.43,3,na,LH
A02,E,7/23/2019,12,11.3,10.2,3.4,3,na,LH
A02,E,7/23/2019,12.2,22.4,20,11.23,4,na,LH
A02,E,7/23/2019,14.1,11.5,11.3,2.48,3,na,LH
A02,E,7/23/2019,15.1,14.7,14.5,1.19,3,na,LH
A02,E,7/23/2019,19.6,16.5,12.4,11.85,3,na,LH
A02,E,7/23/2019,14,12.6,9.1,6.95,3,na,LH
A02,E,7/23/2019,15.7,14.7,13,5.81,3,na,LH
A02,E,7/23/2019,45.5,29.1,32.4,7.33,4,na,LH
A02,E,7/23/2019,7.8,9.7,11.5,7.27,3,na,LH
A02,E,7/23/2019,17.4,17.6,16,3.45,4,na,LH
A02,E,7/23/2019,14.6,10.5,14.1,1.47,5,na,LH
A02,E,7/23/2019,21.9,22.4,24.3,5.38,3,na,LH
A02,E,7/23/2019,16.1,13.4,9,10.69,2,na,LH
A02,E,7/23/2019,11.1,27.7,28,4.74,3,na,LH
A02,E,7/23/2019,35.6,29.9,25.8,6.72,4,na,LH
A02,E,7/23/2019,16.8,15.2,19.1,3.15,5,na,LH
A02,E,7/23/2019,23.9,26.8,30.5,7.33,2,na,LH
A02,E,7/23/2019,26.3,35.1,20.9,5.88,5,na,LH
A02,E,7/23/2019,27,20.7,17.2,2.16,3,na,LH
A02,E,7/23/2019,37.2,32.5,15.6,12.91,2,na,LH
A02,E,7/23/2019,5.5,23.2,29.3,14.89,2,na,LH
A02,E,7/23/2019,31.3,24.7,23.2,2.98,3,na,LH
A02,E,7/23/2019,20.2,24.7,20,4.63,4,na,LH
A02,E,7/23/2019,17.4,11.5,7.7,4.04,3,na,LH
A02,E,7/23/2019,14.1,18.4,12,6.24,3,na,LH
A02,E,7/23/2019,36.3,29.7,25.3,2.31,4,na,LH
A02,E,7/23/2019,30.7,35.2,28.5,2.48,4,na,LH
D04,E,7/24/2019,24,15.9,16,0.73,4,na,AB
D04,E,7/24/2019,7,8,8.7,1.91,3,na,AB
D04,E,7/24/2019,8.7,10.6,3,5.19,4,na,AB
D04,E,7/24/2019,9,8.7,6.1,1.46,5,na,AB
D04,E,7/24/2019,11.7,23.8,28.8,8.28,4,na,AB
D04,E,7/24/2019,32.7,23.2,14.2,0.68,3,na,AB
D04,E,7/24/2019,9,8.7,8.4,0.63,2,na,AB
D04,E,7/24/2019,11.2,11.4,9.5,1.1,2,na,AB
D04,E,7/24/2019,41,41.7,43,0.65,2,188,AB
D04,E,7/24/2019,24.1,23,26.7,0.81,4,na,AB
D04,E,7/24/2019,32.5,19.5,2.4,14.52,1,188,AB
D04,E,7/24/2019,14.5,15.5,14.9,1.24,3,na,AB
D04,E,7/24/2019,10,9.3,6,1.83,2,na,AB
D04,E,7/24/2019,12.5,11.5,12.4,1.75,2,na,AB
D04,E,7/24/2019,10,11.7,10.7,1.23,3,na,AB
D04,E,7/24/2019,20.6,21.3,37.5,2.66,4,na,AB
D04,E,7/24/2019,8.7,8,5,1.37,3,na,AB
D04,E,7/24/2019,12.7,13,13.5,0.91,3,na,AB
D04,E,7/24/2019,15,12.9,18.1,0.63,5,na,AB
D04,E,7/24/2019,8.5,23.7,20,1.19,3,na,AB
D04,W,7/24/2019,19.8,16.6,9.6,6.49,3,na,AB
D04,W,7/24/2019,6.9,12.8,12.7,1.41,4,na,AB
D04,W,7/24/2019,8.9,15.6,19,8.81,3,na,AB
D04,W,7/24/2019,14.1,11.4,9.2,7.3,2,na,AB
D04,W,7/24/2019,8.8,9,9.6,1.47,2,na,AB
D04,W,7/24/2019,10,10.2,9.2,2.03,2,na,AB
D04,W,7/24/2019,12.8,12.3,13.2,2.73,2,na,AB
D04,W,7/24/2019,13.2,13.5,14.6,0.58,2,na,AB
D04,W,7/24/2019,7.4,8,5.3,4.12,3,na,AB
D04,W,7/24/2019,10.2,8.6,7.8,6.02,3,na,AB
D04,W,7/24/2019,7.3,9.4,12.8,3.69,3,na,AB
D04,W,7/24/2019,8.1,8.7,12.2,2.3,5,na,AB
D02,E,7/24/2019,32,10.7,6.2,8.26,3,na,AB
D02,E,7/24/2019,28.4,19,13.8,8.83,3,na,AB
D02,E,7/24/2019,4.5,14.4,25.7,1.74,4,na,AB
D02,E,7/24/2019,11.8,11,11.8,2.59,3,na,AB
D02,E,7/24/2019,8.9,8.3,3.8,10.07,3,na,AB
D02,E,7/24/2019,12.4,11.1,5.3,5.34,2,302,AB
D02,E,7/24/2019,34,25.4,25,5.24,3,na,AB
D02,E,7/24/2019,24.8,18.5,12.8,6.32,3,na,AB
D02,E,7/24/2019,6.2,10.9,13,3.44,3,na,AB
D02,E,7/24/2019,13,13,14,1.11,2,na,AB
D02,E,7/24/2019,11.3,9,4.1,4.96,3,na,AB
D02,E,7/24/2019,42.5,19.4,5.3,14.6,3,na,AB
D02,E,7/24/2019,9.5,8.5,9,1.72,3,na,AB
D02,E,7/24/2019,8.6,8.6,8.4,5.4,3,na,AB
D02,E,7/24/2019,14.5,12.3,10,1.89,4,na,AB
D02,E,7/24/2019,5.4,13.4,17.6,6.85,4,na,AB
D02,E,7/24/2019,7.4,15.3,20,11.1,3,na,AB
D02,E,7/24/2019,27.9,25,22,0.93,3,na,AB
D02,E,7/24/2019,33.5,19,29,4.69,4,na,AB
D02,E,7/24/2019,5.5,16.3,8,4.83,4,na,AB
D02,E,7/24/2019,25.4,18.9,6.3,13.35,3,na,AB
D02,E,7/24/2019,10,16.8,20.8,10.81,3,na,AB
D02,E,7/24/2019,15.4,11,4.4,5.56,4,na,AB
D02,E,7/24/2019,19.3,13.5,9.4,13.76,3,na,AB
D02,E,7/24/2019,7.6,9.2,15.3,4.8,3,na,AB
D02,E,7/24/2019,19.3,14.7,3.6,13.5,1,na,AB
D02,W,7/24/2019,6.4,9.6,20.6,8.94,4,na,AB
D02,W,7/24/2019,6.4,16.2,14.2,3.3,4,na,AB
D02,W,7/24/2019,16.4,16.4,15.8,0.55,5,na,AB
D02,W,7/24/2019,16,11.5,11,1,3,na,AB
D02,W,7/24/2019,10.2,11,8,1.45,3,na,AB
D02,W,7/24/2019,11.2,13,6,2.3,3,na,AB
D02,W,7/24/2019,9,12.5,5,11.5,4,na,AB
D02,W,7/24/2019,17.5,11,5,11.5,3,na,AB
D02,W,7/24/2019,12.5,8,4.5,7.2,3,na,AB
D02,W,7/24/2019,10,8,4,1.9,5,na,AB
D02,W,7/24/2019,17.5,18,9.5,3.25,4,na,AB
D02,W,7/24/2019,23.5,16,11,5.2,5,na,AB
D02,W,7/24/2019,8,10,18.5,6.3,4,na,AB
D02,W,7/24/2019,18,15.5,12.5,8.3,3,na,AB
D02,W,7/24/2019,18,14.5,6,8.11,3,na,AB
D02,W,7/24/2019,3.5,9,13,11.55,3,na,AB
D02,W,7/24/2019,5,14.5,14.5,15.65,3,na,AB
D02,W,7/24/2019,23,19,2.5,17.5,2,na,AB
D02,W,7/24/2019,9,11,14,8.4,4,na,AB
D02,W,7/24/2019,10,9,11,1.4,4,na,AB
D02,W,7/24/2019,11,16,16,7.2,4,na,AB
D02,W,7/24/2019,15,15.2,16,1.3,4,na,AB
D02,W,7/24/2019,10,7.5,19,10,4,na,AB
D02,W,7/24/2019,3.5,12,10.5,11.7,4,na,AB
D02,W,7/24/2019,15,10.5,4,9.6,3,na,AB
D02,W,7/24/2019,18,22.3,32,5.29,4,na,AB
D02,W,7/24/2019,19.5,14.5,17.7,5.55,3,na,AB
D02,W,7/24/2019,14.8,10.5,11.8,1.58,3,na,AB
D02,W,7/24/2019,15,11,11.8,1.15,4,na,AB
D02,W,7/24/2019,15,16.5,16,0.8,3,na,AB
D02,W,7/24/2019,12.8,13.3,15.5,0.68,4,na,AB
D02,W,7/24/2019,13.1,17.5,20.3,5.86,4,na,AB
D02,W,7/24/2019,15,9.1,3.4,7.2,3,na,AB
D02,W,7/24/2019,14.5,8.5,5,4.9,3,na,AB
D02,W,7/24/2019,3.5,13,10,3.71,4,na,AB
D02,W,7/24/2019,15.5,13,3,14.11,3,na,AB
D02,W,7/24/2019,14.3,14,9.3,1.6,4,na,AB
D02,W,7/24/2019,17.5,13.5,13,1.15,4,na,AB
D02,W,7/24/2019,22.5,16,14.5,4.96,4,na,AB
D02,W,7/24/2019,7.1,12,12,9.1,4,na,AB
D02,W,7/24/2019,9,8,1.4,6.43,4,na,AB
D02,W,7/24/2019,9,10.7,12.2,1.3,3,na,AB
D03,W,7/24/2019,10.4,9.9,8.9,1.85,2,491,AB
D03,W,7/24/2019,11.5,11.3,27.2,5.21,4,na,AB
D03,W,7/24/2019,27,21,24,2.45,5,na,AB
D03,W,7/24/2019,3.3,22.2,37,20.75,2,na,AB
D03,W,7/24/2019,15,14,9,8.05,3,na,AB
D03,W,7/24/2019,16.9,16.5,20.8,3.3,3,na,AB
D03,E,7/24/2019,4.5,10.9,16.4,10.64,2,na,AB
D03,E,7/24/2019,12.5,11.7,12.3,2.19,3,na,AB
D03,E,7/24/2019,9.2,9.5,11.9,6.01,3,na,AB
D03,E,7/24/2019,19.4,10.5,3.3,9.6,3,na,AB
D03,E,7/24/2019,23.5,18,22.4,3.78,4,na,AB
D03,E,7/24/2019,17,18.9,25.1,8.05,1,na,AB
D03,E,7/24/2019,15,20.5,15.8,5.73,3,na,AB
D03,E,7/24/2019,10,9.2,8.7,0.85,2,na,AB
D03,E,7/24/2019,10.7,11.8,12,1.3,3,na,AB
D03,E,7/24/2019,13.2,13.5,21,3.91,4,na,AB
D03,E,7/24/2019,11.9,11,10.5,2.65,2,na,AB
D03,E,7/24/2019,9,17,17.5,1.51,4,na,AB
D03,E,7/24/2019,10.8,15,13.9,1.99,3,na,AB
D03,E,7/24/2019,15.8,15.9,16,2.18,2,na,AB
D03,E,7/24/2019,10.6,12.7,15.5,4.45,2,na,AB
D03,E,7/24/2019,18.5,9.5,2.7,11.12,3,na,AB
D03,E,7/24/2019,15.6,14.5,12,2.71,2,na,AB
D03,E,7/24/2019,10,10,7,1.05,4,na,AB
D03,E,7/24/2019,9.7,8.3,1,9.4,1,482,AB
D03,E,7/24/2019,9,9.6,10.3,2.2,4,na,AB
D01,W,7/24/2019,10.2,9.2,1.7,6.26,3,na,AB
D01,W,7/24/2019,21.3,20.2,38.5,1.73,5,na,AB
D01,W,7/24/2019,6.5,16.5,40,12.8,4,na,AB
D01,W,7/24/2019,12.5,8.4,3.7,10.75,3,na,AB
D01,W,7/24/2019,17.4,15.2,12.5,8.29,3,na,AB
D01,W,7/24/2019,8.5,5.7,9.7,6.31,3,na,AB
D01,E,7/24/2019,4,15.1,20.3,12.43,2,na,AB
D01,E,7/24/2019,18.2,9.5,3.5,11.2,3,na,AB
D01,E,7/24/2019,3.7,9.9,11.4,7.78,3,na,AB
D01,E,7/24/2019,3,10,10,7.7,3,na,AB
D01,E,7/24/2019,10.2,18,26,1.9,5,na,AB
D01,E,7/24/2019,4,11.5,12,10.1,4,na,AB
D01,E,7/24/2019,24.4,19,14.5,7,4,na,AB
D01,E,7/24/2019,4,18,22,11.8,3,na,AB
D01,E,7/24/2019,15.5,11.8,4.5,10.3,3,na,AB
D01,E,7/24/2019,6,10.1,10.5,6.1,4,na,AB
D01,E,7/24/2019,9.5,8.5,3,6.74,3,na,AB
D01,E,7/24/2019,7.3,8.3,2.5,4.4,3,na,AB
D01,E,7/24/2019,24,12.5,9.5,8.76,4,na,AB
C02,E,7/25/2019,25.5,19.3,11.1,6.79,4,na,AB
C02,E,7/25/2019,12.1,9.7,4,10.3,3,na,AB
C02,E,7/25/2019,15,9.5,4.9,12.63,2,na,AB
C02,E,7/25/2019,8.9,8.3,6.5,1.97,2,na,AB
C02,E,7/25/2019,8,10.2,11.2,2.45,3,na,AB
C02,E,7/25/2019,15.3,17.1,17,3.26,2,na,LH
C02,E,7/25/2019,14.5,11,9.1,6.98,3,na,LH
C02,E,7/25/2019,9.2,9.1,8.3,2.68,3,na,LH
C02,E,7/25/2019,8.7,11.5,12.5,2.98,3,na,LH
C02,E,7/25/2019,9.1,8.9,4.7,8.23,3,na,LH
C02,E,7/25/2019,21.3,16.4,15.8,4.68,3,na,LH
C02,E,7/25/2019,7,11.2,16.3,7.35,4,na,LH
C02,E,7/25/2019,11.4,17.5,16,9.42,4,na,LH
C02,E,7/25/2019,15,10.5,6,5.51,5,na,LH
C02,E,7/25/2019,11.4,10,8.1,2.2,4,na,LH
C02,E,7/25/2019,13.8,10.5,6,12.19,3,na,LH
C02,E,7/25/2019,14.4,15.1,11.9,5.51,3,na,LH
C02,E,7/25/2019,13,14.5,18.1,2.96,4,na,LH
C02,E,7/25/2019,9.2,11,11.2,4.12,3,na,LH
C02,E,7/25/2019,12.7,13.3,12.7,5.85,3,na,LH
C02,E,7/25/2019,8.6,9,11.6,3.47,2,na,LH
C02,E,7/25/2019,14.5,13.4,10,3,4,na,LH
C02,E,7/25/2019,9.9,11,11.2,3.92,3,na,LH
C02,E,7/25/2019,29.2,18.9,8,17.95,2,na,LH
C02,E,7/25/2019,24,19.3,9.2,8.78,4,na,LH
C02,E,7/25/2019,10,13.3,18.1,12.3,2,na,LH
C02,E,7/25/2019,14.4,12.9,8.5,9.91,2,na,LH
C02,E,7/25/2019,23.4,20.3,19,3.49,2,na,LH
C03,W,7/25/2019,11.5,11.4,11,5.57,3,na,LH
C03,W,7/25/2019,22.9,19.4,8.9,15.82,3,na,LH
C03,W,7/25/2019,17.7,14.9,6.7,8.24,4,na,LH
C03,W,7/25/2019,15.4,15.9,10.1,2.89,4,na,LH
C03,W,7/25/2019,10.5,8,6.2,4.48,4,na,LH
C03,W,7/25/2019,16.5,12.1,10.6,5.83,4,na,LH
C03,W,7/25/2019,13.6,13.1,11.5,4.45,3,na,LH
C03,W,7/25/2019,7.7,10.1,11.1,7.71,4,na,LH
C03,W,7/25/2019,8,9.5,11.1,5.88,2,na,LH
C03,W,7/25/2019,9.9,14.5,13,2.75,4,na,LH
C03,W,7/25/2019,8.1,10.1,11,3.09,4,na,LH
C03,W,7/25/2019,13.3,12.4,10.9,2.02,3,na,LH
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
